Posted Date,Reference Number,Payee,Address,Amount
06/06/2025,24692165156100546203294,"Amazon.com*N632I4BV0 Amzn.com/billWA","Amzn.com/bill WA ",-12.09
06/06/2025,24116415156362505851284,"YOGURTLAND CA128 ARCADIA CA","ARCADIA       CA ",-4.20
06/05/2025,24036295155714447481337,"DD *DOORDASH CHICK-FIL 855-973-1040 CA","855-973-1040  CA ",-20.14
06/04/2025,24692165154108971200612,"AMAZON MKTPL*N69B63A60 Amzn.com/billWA","Amzn.com/bill WA ",-283.68
06/04/2025,24692165154108856463897,"AMAZON MKTPL*NH2932CK2 Amzn.com/billWA","Amzn.com/bill WA ",-37.56
06/04/2025,24036295154716292825105,"WEEE INC. 5105734967 CA","5105734967    CA ",-80.94
06/04/2025,24793385154001399736048,"CURRY FLURRY Arcadia CA","Arcadia       CA ",-18.78
06/03/2025,24116415153359132555570,"YOGURTLAND CA128 ARCADIA CA","ARCADIA       CA ",-7.96
06/02/2025,24430995152358331650316,"APPLE.COM/BILL 866-712-7753 CA","866-712-7753  CA ",-0.99
06/02/2025,24036295152744009006472,"DD *DOORDASH JOLLIBEE 855-973-1040 CA","855-973-1040  CA ",-60.65
06/02/2025,24204295152001957670072,"Google GSUITE_chenweixu.c650-2530000 CA","650-2530000   CA ",-6.00
06/02/2025,24036295151714877278843,"DD *DOORDASH HAPPYLEMO 855-973-1040 CA","855-973-1040  CA ",-29.16
05/30/2025,24036295149744568146103,"DD *DOORDASH KIKUSUSHI 855-973-1040 CA","855-973-1040  CA ",-81.47
05/30/2025,24036295149714576516233,"DD *DOORDASH KIYOJAPAN 855-973-1040 CA","855-973-1040  CA ",-88.76
05/29/2025,24492165149100007603984,"OPENAI *CHATGPT SUBSCR OPENAI.COM CA","OPENAI.COM    CA ",-20.00
05/27/2025,24427335146740276136083,"99 RANCH #1007 ARCADIA CA","ARCADIA       CA ",-146.72
05/27/2025,24011345147100008931600,"FC* FLATICON PREMIUM M WWW.FREEPIK.CDE","WWW.FREEPIK.C DE ",-12.99
05/26/2025,24036295145742966939826,"DD *DOORDASH 99RANCHMA 855-973-1040 CA","855-973-1040  CA ",-56.55
05/26/2025,24000775145100015598239,"WWW.YAMIBUY.COM YAMIBUY.COM/ECA","YAMIBUY.COM/E CA ",-50.85
05/26/2025,24011345144100110087179,"HUNGRYPANDA US INC HUNGRYPANDA.CNY","HUNGRYPANDA.C NY ",-78.00
05/26/2025,24036295144716823890746,"ADOBE *ADOBE 408-536-6000 CA","408-536-6000  CA ",-59.99
05/23/2025,24011345143100053105385,"CLAUDE.AI SUBSCRIPTION ANTHROPIC.COMCA","ANTHROPIC.COM CA ",-20.00
05/23/2025,24692165143108213474896,"AMAZON MKTPL*NN5CR8A42 Amzn.com/billWA","Amzn.com/bill WA ",-13.23
05/23/2025,24492165142100038260462,"LA ARBORETUM ARBORETUM.ORGCA","ARBORETUM.ORG CA ",-95.00
05/23/2025,24036295142718500873286,"WEEE INC. 5105734967 CA","5105734967    CA ",-88.83
05/23/2025,24692165142107634348961,"Amazon.com*NN12V8N92 Amzn.com/billWA","Amzn.com/bill WA ",-51.07
05/22/2025,24793385141001401325042,"CURRY FLURRY Arcadia CA","Arcadia       CA ",-18.78
05/22/2025,24692165141106719428715,"AMAZON MKTPL*NZ19Q7FT0 Amzn.com/billWA","Amzn.com/bill WA ",-215.48
05/21/2025,24431065140210299349785,"TARGET.COM 800-591-3869 MN","800-591-3869  MN ",-49.52
05/21/2025,24036295140712253008416,"DD *DOORDASH BAYPOKETE 855-973-1040 CA","855-973-1040  CA ",-27.64
05/21/2025,24036295140742213388434,"DD *DOORDASH FUJIYARAM 855-973-1040 CA","855-973-1040  CA ",-64.12
05/21/2025,24692165140105910187287,"Amazon.com*NW3006WN1 Amzn.com/billWA","Amzn.com/bill WA ",-8.99
05/21/2025,24692165140105842989784,"Amazon.com*NW1G33W81 Amzn.com/billWA","Amzn.com/bill WA ",-6.57
05/21/2025,24692165140105818906325,"Amazon.com*NW48F0RU1 Amzn.com/billWA","Amzn.com/bill WA ",-55.19
05/20/2025,24036295139742084037113,"DD *DOORDASH NEWFUSION 855-973-1040 CA","855-973-1040  CA ",-72.18
05/20/2025,24036295139718108353074,"DD *DOORDASH HAPPYLEMO 855-973-1040 CA","855-973-1040  CA ",-20.49
05/20/2025,13906005720006701115084,"Online payment from CHK 8540","",137.22
05/19/2025,24011345139100000942381,"DD *DOORDASHDASHPASS DOORDASH.COM CA","DOORDASH.COM  CA ",-9.99
